,Date,HHState,Zipcode,Sex,Age,HHsize,Kids,Auto_own,Married,Educ,HType,Worker,commute_before,commute_after,Transmode_before,Change_trans_mode,Transmode_after,Commute_min,PhyAc_Before,Exe_Before,PhyAc_After,Exe_After,Groc_Shp,Outside_Ac,Outside_Purp,ONL_SHP,ONL_SHP_AFTR
537,5/19/2020,NJ,8904,Male,76,2.0,0.0,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,30-60 min,None,5+ times/week,None,Twice/Mth,3+,Went for walks,No,Not Applicable
538,4/13/2020,WA,98033,Female,35,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,30.0,0-15 min,1-2 times/week,None,None,Twice/Mth,3+,Walking around the neighborhood to get fresh air,Yes,No
539,4/17/2020,WA,98155,Female,34,5.0,3.0,1.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,15.0,15-30 min,1-2 times/week,None,None,Twice/Mth,3+,Doctor appointments,No,Maybe
540,6/29/2020,MD,20602,Female,48,3.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,20.0,60+ min,1-2 times/week,None,None,Twice/Mth,3+,just to get out of the house,Yes,No
541,6/10/2020,PA,17361,Female,29,2.0,0.0,3.0,Single,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,45.0,0-15 min,None,None,None,Twice/Mth,3+,,No,Not Applicable
542,4/23/2020,MD,20878,Male,42,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Tele-Worked Every Day,Switched to work from home with reduced workload,Auto/driving,No,NA/Teleworked,30.0,15-30 min,1-2 times/week,1-2 times/week,None,Twice/Mth,None,,No,Maybe
543,5/9/2020,DC,20018,Female,24,2.0,0.0,1.0,Single,3,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,6.0,15-30 min,1-2 times/week,1-2 times/week,None,Twice/Mth,None,,No,Not Applicable
544,5/15/2020,MD,20742,Female,21,3.0,0.0,0.0,Single,3,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,5.0,30-60 min,1-2 times/week,1-2 times/week,None,Twice/Mth,None,,Yes,Maybe
545,4/13/2020,NY ,12061,Female,34,2.0,0.0,2.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to partial commute to work/tele-work,Auto/driving,No,NA/Teleworked,14.0,60+ min,1-2 times/week,1-2 times/week,None,Twice/Mth,None,,Yes,Maybe
546,5/26/2020,AZ,85716,Male,34,3.0,1.0,1.0,Married,4,Apartment,Employed Part Time,Tele-Worked Every Day,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,10.0,15-30 min,3-4 times/week,1-2 times/week,None,Twice/Mth,None,,Yes,No
547,4/16/2020,WA,98105,Female,37,5.0,3.0,1.0,Married,4,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home with reduced workload,Public Transit,NA,Other,15.0,0-15 min,None,1-2 times/week,None,Twice/Mth,None,,No,Not Applicable
548,4/12/2020,MA,2155,Female,30,3.0,1.0,1.0,Married,4,Apartment,Unemployed,-8,-8,Auto/driving,No,NA/Teleworked,,15-30 min,None,3-4 times/week,None,Twice/Mth,None,,Yes,Maybe
549,5/13/2020,NY,13210,Female,54,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Walk,NA,NA/Teleworked,12.0,30-60 min,1-2 times/week,5+ times/week,None,Twice/Mth,None,,No,Not Applicable
550,5/12/2020,NY,11772,Female,47,4.0,2.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,30-60 min,3-4 times/week,5+ times/week,None,Twice/Mth,None,,No,Not Applicable
551,5/27/2020,FL ,33182,Male,34,2.0,0.0,2.0,Single,4,Single-Family House,Employed Part Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,No,NA/Teleworked,15.0,60+ min,None,5+ times/week,None,Twice/Mth,None,,No,No
552,5/26/2020,IL,60640,Female,32,3.0,1.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,50.0,15-30 min,1-2 times/week,None,None,Twice/Mth,None,,Yes,Yes
553,5/21/2020,SC,29201,Male,66,2.0,0.0,3.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,30.0,30-60 min,1-2 times/week,None,None,Twice/Mth,None,,Yes,No
554,4/18/2020,TN,37042,Male,32,2.0,0.0,2.0,Single,4,Single-Family House,Unemployed,-8,-8,-8,NA,NA/Teleworked,0.0,0-15 min,None,None,None,Twice/Mth,None,,Yes,Maybe
555,5/15/2020,MD,20685,Female,18,4.0,1.0,2.0,Single,2,Single-Family House,Employed Full Time,Commute Everyday,Stayed at home and not able to work,Auto/Passenger,NA,NA/Teleworked,15.0,15-30 min,3-4 times/week,1-2 times/week,None,Twice/Mth,Once,Spend time with friends ,Yes,Maybe
556,5/12/2020,DC,20011,Prefer not to answer,23,12.0,0.0,2.0,Single,3,Multi-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Public Transit,NA,NA/Teleworked,45.0,0-15 min,1-2 times/week,3-4 times/week,None,Twice/Mth,Once,hospital,Yes,Maybe
557,5/26/2020,MA,1880,Female,64,1.0,0.0,1.0,Single,4,Single-Family House,Employed Part Time,Tele-Worked Every Day,Did not change/still tele-work,-8,NA,NA/Teleworked,0.0,60+ min,5+ times/week,5+ times/week,None,Twice/Mth,Once,Shop at a pet store for cat food,No,Not Applicable
558,4/12/2020,MD,21045,Female,36,4.0,1.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,15-30 min,1-2 times/week,1-2 times/week,None,Twice/Mth,Twice,Grocery shopping ,Yes,Maybe
559,5/26/2020,WA,98502,Female,53,1.0,0.0,1.0,Single,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Bike/Bikeshare,NA,NA/Teleworked,12.0,15-30 min,1-2 times/week,3-4 times/week,None,Twice/Mth,Twice,meet one friend for social distance walk at nearby trail,No,Not Applicable
560,4/22/2020,WA,98115,Female,44,4.0,2.0,2.0,Married,3,Single-Family House,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,Auto/driving,NA,NA/Teleworked,0.0,60+ min,3-4 times/week,3-4 times/week,None,Twice/Mth,Twice,Home Depot for home projects ,Yes,Maybe
561,4/11/2020,MD,20782,Female,30,2.0,0.0,1.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,120.0,30-60 min,None,3-4 times/week,None,Twice/Mth,Twice,Emergency and see friend,Yes,Maybe
562,7/1/2020,MD,20853,Female,32,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,20.0,30-60 min,3-4 times/week,5+ times/week,None,Twice/Mth,Twice,"Visiting family, going for a drive so my car battery wouldn't die.",Yes,No
563,5/30/2020,MD,21202,Female,27,1.0,0.0,0.0,Single,3,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Rideshare (including Uber and Lift),NA,NA/Teleworked,12.0,60+ min,5+ times/week,5+ times/week,None,Twice/Mth,Twice,Bought hardware for home project and visited a friend.,No,No
